geneNames	GSM2229013	GSM2229014	GSM2229015	GSM2229016	GSM2229017	GSM2229018	GSM2229019	GSM2229020
2310057N15Rik	4.819973	4.888692	4.742831	4.874204	4.793074	4.827738	4.689692	4.782616
2310061I04Rik	8.479169	8.179325	8.235094	8.462408	8.443748	8.616712	8.62511	8.876389
2310061J03Rik	6.863566	6.588912	6.694066	6.638099	6.612138	6.830796	6.762107	6.85282
2310061N02Rik	8.731716	8.262373	5.981765	5.592009	5.73431	5.736969	5.697656	5.706093
2310067B10Rik	10.06128	10.07593	10.05709	10.19129	10.22152	10.24329	10.33675	10.3572
2310067E19Rik	9.325003	9.167357	8.741575	7.860752	8.511877	8.858512	8.938726	8.899038
2310068J16Rik	8.730825	8.504997	8.184305	8.765199	8.614682	8.328535	8.484122	8.642673
2310079G19Rik	7.964108	7.542824	6.940543	6.885578	6.969376	6.787334	6.919386	7.037452
2410002F23Rik	8.4639515	8.583483	8.8076125	8.398286	8.6679035	8.318535	8.355168	8.354483
2410004B18Rik	8.155509	8.125782	8.149166	8.338535	8.160262	8.275665	8.105648	7.974133
2410012M07Rik	5.422679	5.392745	5.204927	5.510829	5.295777	5.41059	5.28962	5.344776
2410015M20Rik	9.193497	9.035523	8.996971	9.046325	9.21932	8.921377	8.914561	8.879573
2410016O06Rik	7.20767733333333	7.08236633333333	6.906857	7.007885	7.00350833333333	6.776663	6.953732	6.90949433333333
2410017I17Rik	6.066188	6.02063	5.909147	5.933378	5.953329	5.933252	6.005501	6.036208
2410018L13Rik	8.65406	8.4069892	8.3413188	8.3409959	8.2669616	8.1474663	8.1956279	8.3962347
2410024N13Rik	7.50056	7.717257	7.73597	6.844851	7.713909	7.862127	8.111446	7.798645
2410089E03Rik	8.860076	8.92589966666667	8.82410066666667	8.42948933333333	8.49088166666667	8.90131133333333	8.6908	8.59196733333333
2410127L17Rik	9.0993035	9.33661525	8.95127375	8.59357875	8.94327375	9.37952675	9.28158475	9.39541925
2410131K14Rik	8.495296	8.014928	8.156046	8.38892	8.368547	8.421335	8.438907	8.342578
2410137M14Rik	6.207015	6.131293	6.120834	6.111166	6.192029	6.158611	6.369225	6.547907
2510002D24Rik	9.648512	9.53641	9.783153	9.392218	9.586467	10.23808	10.17613	10.01436
2510003E04Rik	7.6912275	7.8141805	7.9280215	7.8310865	7.972009	8.00149	8.0405465	8.051557
2510009E07Rik	8.7099	8.54528	8.583951	8.748868	8.671448	8.819065	8.965305	9.115115
2510039O18Rik	9.858278	9.856021	9.759145	9.832677	9.761699	9.716171	9.780576	9.796607
2610001J05Rik	8.330914	8.621868	8.866714	9.002922	8.910518	8.841006	8.658417	8.648872
2610002J02Rik	8.788549	8.519543	8.539007	8.319057	8.415073	8.514299	8.433828	8.631195
2610002M06Rik	7.939894	8.212385	8.336337	7.820971	8.011888	8.378041	8.461121	8.328034
2610005L07Rik	10.89916	11.32723	11.34392	10.75734	11.16114	11.25711	11.30867	11.27214
2610008E11Rik	8.759194	9.203251	9.450367	8.688721	9.270034	9.634814	9.421849	9.356738
2610015P09Rik	7.959058	8.102787	7.941417	7.761711	7.942355	8.363074	8.234863	8.00459
2610018G03Rik	8.53978	8.188564	7.806088	7.47341	7.436139	7.684381	7.532055	7.185438
2610020H08Rik	6.641176	7.076398	7.300324	6.63848	6.922161	7.096744	6.841967	6.7932
2610034B18Rik	9.168527	9.62536	9.857211	9.949929	10.02098	9.785616	9.831234	9.875467
2610034M16Rik	5.882242	5.947556	5.892386	5.900309	5.848516	5.859957	5.867926	5.905819
2610044O15Rik8	7.5907995	7.9369065	8.045154	7.367017	7.8735715	7.9279485	8.0285675	7.766339
2610203C20Rik	8.197912	8.265577	8.377463	9.521234	8.995361	9.10363	9.076262	9.021618
2610301B20Rik	8.826144	8.797871	9.010845	8.930758	8.901544	9.165771	9.014919	9.110347
2610305D13Rik	4.52599	4.632743	4.667025	4.707828	4.631656	4.696062	4.740364	4.714818
2610318N02Rik	6.0030995	6.0013	5.815002	5.7407995	5.7865065	5.7625305	5.7418655	5.8037355
2610507B11Rik	11.1759	11.11421	11.14825	11.2181	11.32013	11.20099	11.13804	11.137
2610524H06Rik	8.975506	9.410019	9.806636	9.270391	9.526944	9.049477	8.946014	9.470819
2610528A11Rik	11.11278	11.83107	11.69386	12.44109	11.86812	8.392037	8.388988	8.785187
2610528J11Rik	7.433344	7.374518	7.707523	7.975616	7.737405	6.975282	7.145829	7.102573
2700029M09Rik	8.806304	9.076514	9.071353	8.525573	8.852248	8.607905	8.427491	8.214149
2700046A07Rik	6.284345	6.231254	6.268596	6.353161	6.240062	6.374514	6.627913	6.517557
2700046G09Rik	7.85498	7.712245	7.689301	7.707906	7.717611	7.940702	8.060609	8.018278
2700049A03Rik	9.137127	9.417002	9.435228	8.95447	9.239177	9.584374	9.447455	9.272433
2700060E02Rik	8.872658	9.00830475	9.13196975	8.90430325	9.00579925	9.19828425	9.08447225	9.10809525
2700062C07Rik	8.358557	8.429377	8.644428	8.47817	8.368404	8.432352	8.320378	8.228402
2700081O15Rik	8.342772	8.195416	8.255016	8.291255	8.322981	8.468676	8.49621	8.645519
2700089E24Rik	8.246118	8.46591	8.830932	8.464247	8.783627	9.302915	9.330006	9.204906
2700094K13Rik	8.291849	8.252753	8.353144	8.142966	8.335805	7.940134	8.111255	8.012005
2700097O09Rik	8.105227	8.183341	7.654383	7.388725	7.589941	7.723987	7.591054	7.489831
2700099C18Rik	9.6947	9.911943	9.933649	9.694973	9.883615	9.720762	9.671207	9.513811
2810001A02Rik	9.729334	9.794957	9.869276	9.8102	9.805806	9.819534	9.889997	9.939959
2810004N23Rik	8.001949	8.013466	8.003847	7.999519	7.950799	7.993935	8.059416	7.877291
2810006K23Rik	7.715738	7.614649	7.65525	7.623797	7.788254	8.020471	7.662145	7.701315
2810007J24Rik	4.89693	5.019149	4.989324	4.969348	4.93137	4.970657	4.940102	4.949016
2810021J22Rik	6.822338	6.464955	6.502489	6.529378	6.368279	6.453397	6.573573	6.439085
2810025M15Rik	8.869116	8.567824	8.604924	8.840614	8.725406	8.557652	8.671496	8.586643
2810032G03Rik	5.838925	5.587029	5.487371	5.445464	5.493556	5.662061	5.515899	5.601066
2810039B14Rik	7.80489	7.592898	7.490903	7.416765	7.566872	7.390625	7.5616	7.495355
2810055G20Rik	7.8649115	8.022109	8.0041255	7.790496	7.918215	8.39995	8.2066485	8.184146
2810403A07Rik	11.09509	11.35825	10.94711	10.8892	11.15112	11.09886	10.92978	10.8593
2810408A11Rik	8.4505	8.530717	8.428116	7.288677	7.648063	7.686639	7.704578	7.327235
2810408M09Rik	7.447904	7.513906	7.33844	7.457769	7.367522	7.527863	7.512889	7.613835
2810410L24Rik	8.146875	7.950745	7.738595	7.796972	7.768358	7.846461	7.75892	7.894613
2810417H13Rik	10.00444	10.644955	10.368795	9.5420575	10.103648	8.42192	8.078144	8.456778
2810428I15Rik	9.39418	9.316309	9.343188	9.390967	9.295324	9.311622	9.356405	9.209023
2810459M11Rik	6.579595	6.665019	6.51568	6.380161	6.474432	6.208228	6.325075	6.515364
2810474O19Rik	8.907688	9.157669	9.283131	8.94517	8.849996	9.033334	8.887807	8.624766
2900005J15Rik	6.773609	6.863264	6.973396	6.966009	6.907984	6.851147	7.104372	7.059346
2900011O08Rik	7.185314	7.125687	7.138817	7.259429	7.421364	7.048839	7.198355	7.306171
2900026A02Rik	9.04845	9.087824	8.919888	8.877132	8.799587	9.02777	9.433481	9.193767
2900041M22Rik	6.742896	6.671919	6.61545	6.660736	6.654116	6.616463	6.677727	6.660844
2900060B14Rik	4.234139	4.267887	4.254015	4.28619	4.177947	4.318019	4.161848	4.292192
2900092C05Rik	4.469987	4.564315	4.600073	4.667569	4.512949	4.481525	4.50924	4.508741
2900097C17Rik	10.497955	10.642205	10.579105	10.579	10.595325	10.76463	10.781495	10.700995
3000002C10Rik	6.536029	6.602992	6.643129	6.534682	6.712974	6.702146	6.793901	6.689703
3010003L21Rik	7.458113	7.582987	7.516249	7.213293	7.16986	7.227751	7.231157	7.242666
3010026O09Rik	8.806339	8.935499	9.286798	8.74898	9.089035	9.229482	9.240977	8.992943
3010085J16Rik	5.171394	5.147769	5.224381	5.045347	5.057182	5.388844	5.293171	5.308836
3110002H16Rik	9.253006	9.235933	9.346784	9.613114	9.603938	9.657231	9.530682	9.612974
3110007F17Rik	5.74322066666667	5.78921766666667	5.99863233333333	6.06193533333333	6.056546	6.39482766666667	6.46891433333333	6.267793
3110009E18Rik	6.806047	7.076289	6.842183	6.919554	6.865585	6.781098	6.841519	6.820279
3110021A11Rik	7.925363	8.059011	7.905997	8.043014	7.911511	7.852057	7.848793	7.804698
3110035E14Rik	5.812552	5.605821	5.629463	5.886945	5.665749	5.492496	5.833444	5.715087
3110039M20Rik	7.210392	7.03979	6.95856	7.112981	6.965695	6.885859	7.058038	7.148901
3110040M04Rik	6.882414	6.793544	6.678795	6.80086	6.864246	6.730904	6.715399	6.860024
3110040N11Rik	8.512132	8.829506	8.854795	8.786331	8.771884	9.020713	8.906973	8.734563
3110043O21Rik	8.680541	8.934107	8.795241	8.561986	8.852307	8.912252	8.848469	8.67656
3110052M02Rik	7.680456	8.086014	7.8953025	7.3876225	7.877349	8.252989	8.0233265	7.8153905
3110057O12Rik	7.448484	7.634529	7.812152	7.682185	7.57564	8.267167	8.037643	7.647896
3110062M04Rik	7.955784	7.866286	7.9780135	8.010716	7.9868515	8.2567005	8.079449	8.2234325
3110070M22Rik	7.175274	6.960016	7.156476	6.899773	7.144876	7.07335	7.147562	7.335377
3110079O15Rik	6.826788	6.702962	6.544209	6.748183	6.656632	6.50714	6.521624	6.806054
3110082I17Rik	8.971197	8.971506	8.924715	8.928278	8.951395	8.91602	8.881091	8.839482
3110082J24Rik	7.362843	7.053148	7.169067	7.298604	7.192297	7.119618	7.176343	7.241958
3300002I08Rik	6.406909	6.30544	6.280296	5.952806	6.301373	6.416174	6.116449	6.322291
3425401B19Rik	8.028486	7.961275	8.0984285	8.350938	8.1621625	9.1765545	9.9314095	9.628263
3426406K10Rik	4.469485	4.545727	4.547189	4.607814	4.568439	4.583727	4.547523	4.558124
3632451O06Rik	6.6427	7.180607	7.146959	6.684808	7.222775	7.473102	7.894775	7.832303
3830403N18Rik	4.980268	5.011318	4.939865	4.989006	5.006648	4.96747	5.017873	4.958468
3830406C13Rik	8.541582	8.848143	8.937035	8.396979	8.696971	8.98562	9.034261	8.937533
3830408C21Rik	5.563384	5.621256	5.684928	5.62984	5.591822	5.650571	5.738395	5.599535
3830417A13Rik	5.389266	5.356529	5.346608	5.500723	5.388771	5.27113	5.290324	5.245237
3930402G23Rik	7.180908	6.949674	6.998011	6.96052	7.006772	6.707201	6.991482	7.039463
4430402I18Rik	7.711799	7.7138425	8.0535055	8.0089805	7.9157145	7.841273	7.965131	7.88726
4631405J19Rik	6.78036	6.770393	6.747019	6.763124	6.739604	6.62675	6.811515	6.614784
4632404H12Rik	8.168671	8.499786	8.224721	7.730326	8.157784	8.216784	8.163168	8.13416
4632415L05Rik	8.012434	8.028439	7.920903	7.8615	7.933593	8.148612	8.017218	8.181612
4632427E13Rik	10.61891	10.986	10.66984	10.35735	10.77313	10.94712	10.94582	10.52123
4632428N05Rik	9.505076	9.28358	9.728143	10.1305	9.866718	10.20346	9.887707	9.828102
4732456N10Rik	8.317851	7.773108	7.53938	7.534634	7.396762	7.364507	7.539346	7.376767
4732463B04Rik	6.289506	6.19784	6.08808	6.035564	6.08136	5.906412	5.997054	6.050771
4833403I15Rik	6.880243	7.194544	7.386569	8.378136	7.120706	7.244848	7.490407	7.801674
4833408A19Rik	6.846708	6.689863	6.966785	7.006701	6.893787	6.63638	6.792459	6.946801
4833418N17Rik	7.412248	7.24092	7.357099	7.585875	7.566444	6.836308	7.126483	7.348007
4833420G17Rik	7.8654875	7.710468	7.8943325	7.7585395	7.945303	8.040216	8.0169805	7.975729
4833422C13Rik	5.952453	5.893182	5.795239	5.687942	5.715674	5.811484	5.647688	5.747866
4833423E24Rik	11.34534	11.43008	11.50017	10.91392	11.21579	10.97515	11.10123	10.99186
4833427G06Rik	5.016691	4.905208	4.975943	5.034854	5.008186	4.966648	5.001514	4.859416
4833439L19Rik	11.42852	11.43833	11.40503	11.14818	11.48449	11.6644	11.65296	11.59852
4921501E09Rik	5.95715	5.882463	5.815143	6.001107	5.820454	5.80682	5.92258	5.794518
4921504E06Rik	5.315244	5.221278	5.186017	5.260067	5.220698	5.275943	5.299551	5.288627
4921506M07Rik	5.24593	5.282055	5.242446	5.270368	5.256484	5.193315	5.391968	5.289102
4921507P07Rik	6.163996	5.994923	5.953965	6.20558	6.06835	6.165351	6.349714	6.191967
4921509C19Rik	6.598187	6.679127	6.339637	6.325724	6.322291	6.266829	6.330911	6.395196
4921511C20Rik	4.868011	4.889799	4.988582	4.944245	4.907042	4.977984	4.957098	4.891978
4921511H03Rik	5.395418	5.312576	5.327105	5.434998	5.332159	5.331739	5.399294	5.282086
4921514A10Rik	7.199421	7.057263	7.06474	7.22848	7.262952	6.96953	7.114291	7.199374
4921517D22Rik	6.250052	6.07273	6.129787	6.201913	6.15591	6.149761	6.25053	6.290558
4921524J17Rik	6.985524	6.749644	6.767145	6.7737265	6.7495955	6.774301	6.8542165	6.927598
4921524L21Rik	5.435401	5.506122	5.495971	5.505378	5.415049	5.338914	5.491169	5.40192
4921530L21Rik	5.546784	5.420897	5.494137	5.505366	5.516772	5.407275	5.575593	5.649308
4921533I20Rik	7.264594	7.228971	7.107981	7.086199	7.188474	7.152759	7.078327	7.078301
4921536K21Rik	6.456063	6.301698	6.678251	6.586385	6.466973	6.28686	6.650035	6.438971
4921539E11Rik	4.933074	4.965433	4.936834	4.971742	5.057385	4.990136	5.122866	4.934064
4922502D21Rik	6.165794	6.134507	6.040704	6.149212	6.092357	6.214644	6.129286	6.179222
4930402F06Rik	4.896169	4.844463	4.916044	4.813467	4.77099	4.842058	4.776549	4.841693
4930402H24Rik	9.188009	8.960246	8.943137	8.820203	8.895381	9.434663	9.121266	9.211094
4930402K13Rik	6.190293	6.004273	5.988087	5.983438	5.983329	5.80236	5.976833	5.93142
4930404A10Rik	5.359423	5.130778	5.087204	5.269465	5.147336	5.113541	5.187608	5.224973
4930404N11Rik	8.013396	7.832424	7.664841	7.773129	7.825037	7.630545	7.768531	7.948372
4930407I10Rik	6.917084	6.6572365	6.4566995	6.740981	6.585185	6.4434215	6.6922645	6.890561
4930412O13Rik	8.298465	8.606426	8.370372	7.7602675	8.1099015	8.288897	8.3457445	8.238008
4930415F15Rik	5.817952	5.945333	5.957141	6.021027	5.889734	5.798828	6.051828	5.826056
4930415L06Rik	5.626035	5.614974	5.704593	5.568771	5.610299	5.53833	5.586009	5.551307
4930415O20Rik	5.41312	5.415252	5.352417	5.356262	5.380741	5.342258	5.369812	5.341618
4930426L09Rik	6.282886	6.208223	6.180262	6.504494	6.211111	6.190847	6.216105	6.166565
4930427A07Rik	8.413097	8.355814	8.228671	8.578848	8.363388	8.091283	7.964744	7.909222
4930428D18Rik	4.953387	4.933284	4.913683	4.810975	4.855007	4.808423	4.920507	4.862342
4930429B21Rik	6.867507	6.930409	7.32083	7.25878	7.054777	7.004433	6.962571	7.17776
4930430A15Rik	4.760063	4.718014	4.840891	4.919393	4.789385	4.810018	4.768352	4.821508
4930430D24Rik	5.943974	5.761982	5.921793	5.956924	5.811501	5.681709	5.802206	5.91076
4930432K21Rik	7.033782	6.866987	6.982585	6.966672	6.889703	6.912172	6.921208	6.81884
4930433I11Rik	5.3680295	5.1972735	5.1839145	5.1596485	5.2301775	5.123139	5.322594	5.271868
4930433N12Rik	5.144006	5.243616	5.107037	5.344955	5.09083	5.22186	5.367825	5.186705
4930435E12Rik	5.577426	5.548851	5.304602	5.521469	5.489419	5.36677	5.421745	5.533213
4930444G20Rik	7.73421	7.551796	7.577314	7.350079	7.653122	7.347527	7.560274	7.758966
4930447A16Rik	5.44987	5.491391	5.387101	5.441771	5.51989	5.39234	5.497268	5.384465
4930447C04Rik	4.756325	4.829621	4.813503	4.817126	4.783249	4.923033	4.887208	4.825196
4930447F04Rik	4.978496	4.9811	5.009091	4.951961	4.886649	4.923709	4.919209	4.953788
4930448K20Rik	5.460821	5.389678	5.40364	5.443725	5.424882	5.31018	5.445814	5.375775
4930449I04Rik	8.543329	8.444236	8.235014	8.346184	8.280414	8.101667	8.242475	8.334195
4930449I24Rik	5.716306	5.707781	5.532627	5.491337	5.477671	5.330066	5.578568	5.4937
4930451I11Rik	9.511032	9.150562	8.956192	9.272262	9.124704	9.051809	9.284639	9.365026
4930452B06Rik	5.976093	5.959116	5.924446	5.992163	6.080019	5.792186	5.987158	5.8978
4930453N24Rik	8.48609	8.723903	8.817357	8.474743	8.720734	8.717583	8.5832	8.652688
4930465K10Rik	5.328006	5.269189	5.209891	5.116613	5.160088	5.21455	5.099087	5.284908
4930466F19Rik	6.742829	6.836743	6.230608	6.390303	6.353648	6.612258	6.577651	6.521528
4930469G21Rik	5.105516	5.153253	4.860297	5.180118	5.09306	5.18254	5.162025	4.955472
4930470P17Rik	5.856815	5.540035	5.421786	5.61051	5.684172	5.451955	5.504216	5.568974
4930471G03Rik	7.159042	7.111526	7.132383	7.099781	7.178567	7.132383	7.209893	7.158826
4930474M22Rik	6.862164	6.489808	6.580173	6.475782	6.533252	6.567547	6.756089	6.77334
4930474N05Rik	6.084757	5.984253	5.74467	5.93897	5.900135	5.691917	5.932238	5.893982
4930480E11Rik	5.57768	5.537731	5.605529	5.555028	5.542448	5.440577	5.586612	5.588954
4930483J18Rik	5.826826	5.754236	5.73713	5.877728	5.703993	5.815173	5.814752	5.732607
4930486L24Rik	6.378552	6.25808	7.997044	8.68321	7.934519	6.141523	6.801008	7.025212
4930502E18Rik	6.204958	6.039673	6.011789	6.426664	6.080857	5.902862	6.501768	6.205764
4930503B20Rik	5.920457	5.858114	5.782536	6.092062	5.883675	5.884086	6.010596	5.958322
4930503E24Rik	5.951058	5.834622	5.880332	5.914853	5.936898	5.858068	5.874448	5.807521
4930503H13Rik	5.638552	5.687781	5.627043	5.478969	5.560176	5.582795	5.474447	5.440678
4930503L19Rik	6.615479	7.255558	7.843684	7.712523	7.854038	8.172689	7.77003	7.669174
4930504O13Rik	8.028645	7.811047	7.73547	7.864651	7.977535	7.717711	7.852507	7.90532
4930505A04Rik	5.566915	5.458988	5.530275	5.439574	5.560628	5.394717	5.527694	5.726443
4930506M07Rik	9.584538	9.677863	9.710791	9.345185	9.386857	9.521912	9.533343	9.255954
4930512B01Rik	6.417264	6.362843	6.229488	6.345353	6.28375	6.232638	6.266882	6.314653
4930513N10Rik	6.681673	6.558482	6.683242	6.624906	6.540302	6.353355	6.424768	6.498116
4930515G13Rik	5.3596185	5.3038615	5.370333	5.322594	5.159436	5.0950095	5.05627	5.1998185
4930517N10Rik	5.348998	5.297639	5.337735	5.32497	5.336886	5.262876	5.319296	5.257148
4930519F09Rik	6.796904	6.56456	6.775824	6.619511	6.809651	6.877396	6.958926	7.031846
4930519F16Rik	5.325089	5.324278	5.189803	5.444802	5.3394	5.789697	6.392004	5.787625
4930519G04Rik	6.4116365	6.296448	6.2811405	6.48987	6.251069	6.2192395	6.3265725	6.3085685
4930522H14Rik	5.041112	5.010829	4.98327	4.990741	5.098244	5.118225	5.108968	5.08482
4930522L14Rik	10.49314	10.99956	10.95883	10.36985	10.83069	11.11963	11.15198	10.86698
4930523C07Rik	9.155146	9.254119	9.286757	9.387308	9.020231	10.34538	9.912229	9.749711
4930524B15Rik	6.446547	6.41351	6.24646	6.36051	6.255235	6.262093	6.343439	6.296025
4930527J03Rik	9.284198	8.992268	8.919153	9.071898	9.157509	8.760782	9.006583	9.178825
4930528A17Rik	5.901212	5.626111	5.714377	5.687261	5.927021	5.721292	5.821587	5.846491
4930529C04Rik	8.137646	8.110568	7.699565	7.9361905	7.742452	7.7003605	7.4078655	7.4141785
4930535I16Rik	9.107655	8.775327	8.746849	8.927756	8.889525	8.564541	8.882534	8.957805
4930538K18Rik	7.364458	7.723956	6.955195	7.074616	6.8563	6.776937	7.101196	6.910137
4930539E08Rik	7.146664	7.099071	7.004942	7.170938	7.05804	7.0233	7.148224	7.081326
4930544G11Rik	5.470957	5.473552	5.432143	5.57481	5.528761	5.474848	5.517192	5.385615
4930548H24Rik	5.628983	5.598626	5.531156	5.596439	5.570242	5.427832	5.488126	5.575281
4930549C01Rik	6.632919	6.513978	6.449652	6.504963	6.51897	6.314315	6.630105	6.571468
4930550C14Rik	5.960542	6.190075	5.999213	5.634179	6.055607	6.095411	6.250365	6.052444
4930550L24Rik	5.612502	5.48637	5.455895	5.522797	5.362504	5.357541	5.458014	5.502927
4930555G01Rik	5.95983	6.211318	6.129086	5.556046	5.938601	5.676524	5.794915	5.804004
4930555K19Rik	5.86918	5.806783	5.692291	5.713037	5.796085	5.898808	5.815479	5.859085
4930557A04Rik	5.793365	5.809189	5.70733	5.932775	5.786104	5.666944	5.802097	5.676927
4930560O18Rik	8.818107	7.8965	6.641848	6.111305	6.011399	6.793238	6.365734	6.50327
4930562C15Rik	6.22853	6.006011	5.969393	6.257125	6.267977	6.129926	6.210495	6.24567
4930563D23Rik	5.847015	5.887866	5.772683	5.864581	5.856336	5.82081	5.911955	5.975782
4930563E22Rik	7.00556	6.765325	6.577402	6.709471	6.616233	6.541452	6.576492	6.858302
4930567H17Rik	5.242825	5.198103	5.267488	5.205509	5.292119	5.254867	5.313859	5.221373
4930568D16Rik	5.106277	5.0261	5.151585	5.057273	5.102491	5.126855	5.046493	5.260946
4930571K23Rik	6.710615	6.498302	6.43191	6.683777	6.458862	6.464294	6.629435	6.619202
4930578C19Rik	6.867977	6.727214	7.265275	7.126455	7.19011	7.758139	7.668034	7.871447
4930578G10Rik	5.475159	5.560462	5.220473	5.295788	5.007867	5.885148	5.344062	5.214458
4930578I06Rik	6.512096	6.305428	6.455657	6.651484	6.56503	6.414947	6.575679	6.479901
4930579F01Rik	6.94908	6.795659	6.641871	6.779999	6.623838	6.737833	6.76892	6.689474
4930579G24Rik	7.768002	7.866953	7.948748	8.118773	8.093868	7.674983	7.561588	7.740295
4930579K19Rik	7.393654	7.85851	7.647178	7.384184	7.771529	7.453603	7.54376	7.294058
4930581F22Rik	6.640141	6.242856	6.193977	6.523532	6.19594	6.19302	6.391294	6.587661
4930583K01Rik	6.542081	6.461956	6.454119	6.222205	6.346387	6.211519	6.479658	6.385293
4930584F24Rik	5.335083	5.316884	5.412604	5.41238	5.383726	5.272491	5.214093	5.328881
4930590J08Rik	6.917211	6.756341	6.658323	6.800011	6.743974	6.562659	6.740426	6.866154
4930595M18Rik	4.966602	4.920815	5.004162	5.142403	4.975121	4.91402	4.989148	5.0281
4930596D02Rik	6.350824	6.145233	6.022274	6.398877	6.200606	6.056889	6.155961	6.360744
4931400O07Rik	5.07619	5.083839	4.955155	5.100115	5.037929	5.032465	5.021216	5.062264
4931406B18Rik	6.321031	6.169803	6.245466	6.543934	6.266507	6.077914	5.990983	6.271581
4931406C07Rik	8.262786	9.225794	9.037832	8.844975	8.894188	9.398096	9.50015	9.24581
4931406H21Rik	7.65324	7.639708	7.477447	7.67034	7.389094	7.529252	7.504303	7.508348
4931406P16Rik	10.67429	10.67679	10.50411	10.23453	10.17923	10.37811	10.30027	10.32667
4931408C20Rik	5.280445	5.26055	5.248249	5.320023	5.228939	5.184736	5.148973	5.28579
4931409K22Rik	6.039374	5.851026	5.880944	5.885278	5.903963	5.795977	5.803647	5.895919
4931414P19Rik	6.275145	6.474316	6.281937	6.410127	6.469533	6.467828	6.389485	6.27458
4931417E11Rik	5.600636	5.483038	5.566175	5.599444	5.626663	5.437368	5.488988	5.557496
4931423N10Rik	4.834321	4.799698	4.780929	4.917399	4.868222	4.789455	4.904742	4.873239
